0.24198,0.96413,-0.10908,-0.036872,0.12773,0.0044092
0.31678,0.92016,-0.23014,-0.045361,0.12885,0.0011454
0.018875,0.82804,0.56036,-0.069007,0.15161,0.036602
-0.070407,0.97969,0.18775,-0.0014106,0.13046,0.021855
-0.26174,0.96017,-0.097794,-0.021962,0.12688,0.0073905
-0.20805,0.97408,-0.088734,-0.024994,0.12607,0.0074488
0.30623,0.93326,-0.18778,-0.036952,0.1273,0.0011259
0.73484,0.5096,0.44756,0.033211,0.11271,0.027683
0.82995,0.55559,0.050042,0.037663,0.11033,0.015948
-0.35834,0.60253,0.71313,-0.024534,0.11332,0.036635
0.60564,0.77902,0.16225,0.027383,0.12145,0.021782
0.86642,0.41022,0.28466,-0.062962,0.15764,-0.01635
0.90447,0.38135,0.19108,0.039806,0.10488,0.022165
0.98278,0.17949,0.043777,0.045354,0.092504,0.010162
0.72588,-0.13003,0.67542,-0.033219,0.17461,-0.0021589
-0.29034,0.49932,0.81632,-0.080158,0.13569,0.050238
0.17612,0.33845,0.92436,-0.071994,0.12602,0.052843
-0.45276,0.50273,0.73639,-0.081456,0.13679,0.048765
0.1189,0.99094,0.062432,0.0072394,0.13145,0.015912
0.84404,0.53274,-0.061537,0.039697,0.10747,0.0073852
0.74406,0.22653,-0.62854,0.036751,0.098943,-0.010491
-0.96205,-0.17753,0.20723,-0.090462,0.13994,0.022177
-0.81092,-0.58173,-0.063298,-0.084194,0.10967,0.025362
0.011787,0.99919,-0.038546,-0.069083,0.15629,0.015906
-0.42948,0.83592,0.34173,-0.083872,0.15212,0.028265
0.036295,0.81192,0.58264,0.0044326,0.12603,0.031447
0.19665,0.71954,0.66603,0.010006,0.12411,0.032993
0.26333,0.9548,-0.13788,-0.030926,0.1257,0.004686
0.94872,0.23048,0.21636,-0.049859,0.14218,0.012722
-0.04888,0.46628,0.88329,-0.077491,0.13585,0.050724
-0.078753,0.88666,0.45567,-0.0040871,0.12832,0.027805
0.021099,0.81826,0.57446,-0.045101,0.12261,0.025556
-0.73714,0.0089429,-0.67569,-0.078552,0.092846,-0.011105
0.5558,0.80881,0.19214,0.024182,0.12391,0.022154
-0.90026,0.032862,-0.4341,-0.089806,0.12197,0.0043031
0.78158,0.50246,-0.36968,0.040343,0.10217,-0.0019942
0.86742,0.3709,-0.33169,0.041224,0.10139,-0.00081444
-0.68689,-0.42396,-0.59029,-0.086785,0.11656,0.0014621
-0.4159,0.8545,0.31122,-0.033127,0.177,-0.004838
-0.2712,0.70295,0.65751,-0.077837,0.14581,0.042854
-0.30601,0.56219,0.76831,-0.02201,0.11267,0.038646
-0.65106,0.041602,-0.75788,-0.019882,0.17763,-0.023007
-0.54303,0.15499,-0.82528,-0.0372,0.16892,-0.013254
0.23666,0.96841,-0.07855,-0.031058,0.12598,0.0072173
0.17777,0.8503,0.49536,0.010439,0.12766,0.028079
0.85942,0.50552,0.076514,-0.046513,0.13322,0.0167
-0.16992,0.97099,-0.16825,-0.025298,0.12565,0.0044212
0.33571,0.72786,0.59793,0.01683,0.12254,0.031074
0.2293,0.80077,0.55335,0.019244,0.12228,0.030831
0.73097,0.4936,0.47122,0.034231,0.11096,0.027918
0.71167,0.54259,0.44624,0.031956,0.11381,0.028388
0.39461,0.16383,0.90412,-0.040019,0.166,0.0033925
-0.8758,0.12123,-0.46721,-0.089289,0.13088,0.0042435
0.93817,0.19908,0.28319,-0.053312,0.14252,0.025598
0.92356,0.35332,0.149,0.043095,0.098007,0.019162
0.92473,0.37943,0.030111,0.042669,0.1015,0.010162
0.86458,0.246,0.43817,0.04078,0.095739,0.028463
0.52966,0.83956,0.12085,-0.054895,0.15418,0.016148
0.53933,-0.77318,0.33365,-0.02417,0.1569,-0.0042665
0.34467,0.56804,0.74735,-0.069293,0.14599,0.042391
